Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STMicroelectronics N.V. (ENXTPA:STMPA),ENXTPA:STMPA,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Semiconductors,STMicroelectronics N.V. (ENXTPA:STMPA) 2024 Form 20-F,"STMicroelectronics N.V., together with its subsidiaries, designs, develops, manufactures, and sells semiconductor products in Europe, the Middle East, Africa, the Americas, and the Asia Pacific. The company operates through Automotive and Discrete Group; Analog, MEMS and Sensors Group; and Microcontrollers and Digital ICs Group segments. The Automotive and Discrete Group segment offers automotive integrated circuits (ICs), and discrete and power transistor products. The Analog, MEMS and Sensors Group segment provides industrial application-specific integrated circuits (ASICs) and application-specific standard products (ASSPs); general purpose analog products; custom analog ICs; wireless charging solutions; galvanic isolated gate drivers; low and high voltage amplifiers, comparators, and current-sense amplifiers; MasterGaN, a solution that integrates a silicon driver and GaN power transistors in a single package; wireline and wireless connectivity ICs; touch screen controllers; micro-electro-mechanical systems (MEMS) products, including sensors or actuators; and optical sensing solutions. The Microcontrollers and Digital ICs Group segment offers general purpose and secure microcontrollers; and radio frequency (RF) products. It also offers application-specific standard products for analog, digital and mixed-signal applications. In addition, the company provides assembly and other services. It sells its products through distributors and retailers, as well as through sales representatives. The company serves automotive, industrial, personal electronics and communications equipment, and computers and peripherals markets. STMicroelectronics N.V. was incorporated in 1987 and is headquartered in Geneva, Switzerland.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STV Group plc (LSE:STVG),LSE:STVG,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Licensor,Broadcasting,STV Group plc (LSE:STVG) - Form Doc,"STV Group plc, together with its subsidiaries, produces and broadcasts television programs in the United Kingdom. The company operates through Broadcast, Digital, and Studios segments. It offers news, information, and entertainment and drama programs. The company delivers its content on air, online, and on demand. It provides internet services; and sells advertising airtime and space in its media. STV Group plc was founded in 1957 and is based in Glasgow, the United Kingdom.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STV Group plc (LSE:STVG),LSE:STVG,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Broadcasting,STV Group plc (LSE:STVG) - Form Doc,"STV Group plc, together with its subsidiaries, produces and broadcasts television programs in the United Kingdom. The company operates through Broadcast, Digital, and Studios segments. It offers news, information, and entertainment and drama programs. The company delivers its content on air, online, and on demand. It provides internet services; and sells advertising airtime and space in its media. STV Group plc was founded in 1957 and is based in Glasgow, the United Kingdom.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swire Properties Limited (SEHK:1972),SEHK:1972,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Landlord,Real Estate Operating Companies,Swire Properties Limited (SEHK:1972) - Form Doc,"Swire Properties Limited, together with its subsidiaries, develops, owns, and operates mixed-use, primarily commercial properties in Hong Kong, Mainland China, the United States, and internationally. It operates through three divisions: Property Investment, Property Trading, and Hotels. The company engages in the development, leasing, and management of commercial, retail, and residential properties; development, construction, and sale of residential apartments; and operation of hotels. It also provides financial and real estate agency services. The company was incorporated in 1972 and is based in Hong Kong, Hong Kong. Swire Properties Limited is a subsidiary of Swire Pacific Limited.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.V. Today Network Limited (NSEI:TVTODAY),NSEI:TVTODAY,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Licensor,Broadcasting,T.V. Today Network Limited (NSEI:TVTODAY) - Form Doc,"T.V. Today Network Limited, together with its subsidiaries, engages in the television programming and broadcasting activities in India, Canada, the United Arab Emirates, the United States, the United Kingdom, Qatar, South Africa, Maldives, and Seychelles. It operates through Television and Other Media Operations; Radio Broadcasting; and Newspaper Publishing segments. The company operates news channels, which include Aaj Tak, Aaj Tak HD, India Today TV, and Good News Today; and digital platforms. It also operates FM radio stations under the ISHQ 104.8 FM brand in Delhi, Mumbai, and Kolkata. In addition, the company sells newspaper publications; provides tv, radio, digital, and newspaper advertising services; and organizes events. It serves advertisers from the private, public, and government sectors; and viewers and subscribers. The company was incorporated in 1999 and is based in Noida, India. T.V. Today Network Limited is a subsidiary of Living Media India Limited.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Take-Two Interactive Software, Inc. (NasdaqGS:TTWO)",NasdaqGS:TTWO,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Interactive Home Entertainment,"Take-Two Interactive Software, Inc. (NasdaqGS:TTWO) 2024 Form 10-K","Take-Two Interactive Software, Inc. develops, publishes, and markets interactive entertainment solutions for consumers worldwide. It develops and publishes action/adventure products under the Grand Theft Auto, LA Noire, Max Payne, Midnight Club, and Red Dead Redemption names, as well as other franchises. The company also publishes various entertainment properties across various platforms and a range of genres, such as shooter, action, role-playing, strategy, sports, and family/casual entertainment under the BioShock, Mafia, Sid Meier's Civilization, XCOM series, Borderlands, and Tiny Tina’s Wonderland names. In addition, it publishes sports simulation titles comprising NBA 2K series, a basketball video game; the WWE 2K professional wrestling series; mobile titles, including WWE SuperCard; and PGA TOUR 2K. Further, the company offers Kerbal Space Program and OlliOlli World; free-to-play mobile games, such as CSR Racing, Dragon City, Empires & Puzzles, FarmVille, Golf Rival, Harry Potter: Puzzles & Spells, Match Factory!, Merge Dragons!, Merge Magic!, Monster Legends, Toon Blast, Top Eleven, Top Troops, Toy Blast, Two Dots, Words With Friends, and Zynga Poker; and hyper-casual mobile titles, including Fill the Fridge!, Parking Jam 3D, Power Slap, Pull the Pin, Twisted Tangle, and Tangled Snakes. Its products are designed for console gaming systems; personal computers; and mobiles comprising smartphones and tablets. The company provides its products through physical retail, digital download, online platforms, and cloud streaming services. Take-Two Interactive Software, Inc. was incorporated in 1993 and is based in New York, New York.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Talkspace, Inc. (NasdaqCM:TALK)",NasdaqCM:TALK,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Health Care Services,"Talkspace, Inc. (NasdaqCM:TALK) 2024 Form 10-K","Talkspace, Inc. operates as a virtual behavioral healthcare company in the United States. The company offers psychotherapy and psychiatry services through its platform to individuals, enterprises, and health plans and employee assistance programs. It provides text, audio, and video-based psychotherapy from licensed therapists. The company offers Talkspace Employee Assistance Program (EAP) and Talkspace Behavioral Health plan (BH) that provides online therapy to members through BH and EAP offerings; and Talkspace for Business for members to access its platform services on a benefit plan paid by the enterprise. It serves its platform through third-party platforms or marketplace, such as Apple App Store and Google Play App Store. Talkspace, Inc. was founded in 2012 and is headquartered in New York, New York.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tancheng Group Co., Ltd. (OTCPK:QSJC)",OTCPK:QSJC,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Application Software,"Tancheng Group Co., Ltd. (OTCPK:QSJC) 2022 Form 10-K","Tancheng Group Co., Ltd. engages in the sale of self-designed ornament and adornment products through its online store in the People’s Republic of China. The company offers silver-plated platinum jewelry pendant, Jue Cheng ornament, Chinese twelve zodiac pendants, and master Hongyi’s heart sutra products. The company was formerly known as Bigeon and changed its name to Tancheng Group Co., Ltd. in October 2022. Tancheng Group Co., Ltd. was incorporated in 2018 and is based in Lvliang, China. Tancheng Group Co., Ltd. is a subsidiary of Shanxi Qiansui Tancheng Culture Media Co., Ltd.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Corporation (NYSE:TGT),NYSE:TGT,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Lessor,Consumer Staples Merchandise Retail,Target Corporation (NYSE:TGT) 2023 Form 10-K,"Target Corporation operates as a general merchandise retailer in the United States. The company offers apparel for women, men, boys, girls, toddlers, and infants and newborns, as well as jewelry, accessories, and shoes; and beauty and personal care, baby gear, cleaning, paper products, and pet supplies. It also provides dry grocery, dairy, frozen food, beverages, candy, snacks, deli, bakery, meat, and food service; electronics, which includes video game hardware and software, toys, entertainment, sporting goods, and luggage; and furniture, lighting, storage, kitchenware, small appliances, home decor, bed and bath, home improvement, school/office supplies, greeting cards and party supplies, and other seasonal merchandise. In addition, the company sells merchandise through periodic design and creative partnerships, and shop-in-shop experience; and in-store amenities. Further, it sells its products through its stores; and digital channels, including Target.com. Target Corporation was incorporated in 1902 and is headquartered in Minneapolis, Minnesota.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TDGI - Tecnologia de Gestão de Imóveis, S.A.",-,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,IT Consulting and Other Services,"Teixeira Duarte, S.A. (ENXTLS:TDSA) - Form ","TDGI - Tecnologia de Gestão de Imóveis, S.A. is based in Porto Salvo, Portugal. TDGI - Tecnologia de Gestão de Imóveis, S.A. operates as a subsidiary of Teixeira Duarte Engenharia e Construcoes SA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technicolor Creative Studios,-,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Movies and Entertainment,Technicolor Creative Studios 2022 Form Doc,"Technicolor Creative Studios provides visual effects and creative production services to the global entertainment, brand experience, film, television, animation, gaming, and advertising sectors. The company was founded in 2021 and is based in Paris, France. Technicolor Creative Studios is a former subsidiary of Technicolor SA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technogym S.p.A. (BIT:TGYM),BIT:TGYM,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Leisure Products,Technogym S.p.A. (BIT:TGYM) 2023 Form Doc,"Technogym S.p.A., a wellness company, designs, manufactures, and sells fitness equipment worldwide. The company offers a range of wellness, physical exercise, and rehabilitation solutions. Its products include treadmills, exercise bikes, elliptical machines and cross trainers, rowers, workout bench, multi gym, dumbbells and kettlebells, weight training set, gym racks and benches, barbells and plates, and strength training machines. The company also offers fitness accessories, including sling trainer, wellness balls, exercise mat, floor mat, foam roller, jump rope, loop bands, power bands, elastic bands, mobility stick and ball, balance pad and dome, cones, speed ladder, medicine ball, slam ball, bike weights, plyobox, training and case kits, and bike pedals; and cable machines, free weights, workout clothes, flexibility and stretching equipment, workout gear, indoor cycling gear, multi gyms, plate loaded strength equipment, weight racks, rowing machine, stair climbers, upper body machines, and gym storage racks, as well as operates its Technogym app. The company markets its products to fitness and wellness clubs; hospitality and residential; and home and consumer segments through field and inside sales, retail, and wholesale channels. The company was founded in 1983 and is headquartered in Cesena, Italy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEGNA Inc. (NYSE:TGNA),NYSE:TGNA,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Licensor,Broadcasting,TEGNA Inc. (NYSE:TGNA) 2024 Form 10-K,"TEGNA Inc. operates as a media company in the United States. The company operates television stations that deliver television programming and digital content. It offers news content to consumers across various platforms, including online, mobile, connected television, and social platforms; owns and operates multicast networks under the names True Crime Network and Quest that offer on-demand episodes of shows; and operates VAULT Studios, which provides true crime and investigative content in the form of original television programs. In addition, the company provides solutions for advertisers through TEGNA Marketing Solutions (TMS). TMS delivers results for advertisers across television and digital, as well as over-the-top (OTT) platforms, including Premion OTT advertising network. TEGNA Inc. was founded in 1906 and is headquartered in Tysons, Virginia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
